date,country,traffic_channel,device_type,platform,visits,session_duration,no_of_customers,impressions,views,wishlist_adds,cart_adds,items_purchased
2024-11-20,France,Organic,Desktop,iOS,3,6.56,3,8217,1658,23,127,34
2024-03-19,France,Organic,Mobile,Android,4,5.6,3,8408,1142,32,73,11
2024-04-09,United Kingdom,Organic,Mobile,iOS,7,7.35,5,6676,1304,18,82,18
2024-12-16,Ireland,Social,Mobile,iOS,11,2.07,9,6284,298,8,3,0
2025-01-26,United Kingdom,Referral,Desktop,iOS,6,5.8,2,7360,1173,30,109,31
2025-06-07,Italy,Paid,Mobile,Android,8,2.67,4,10415,852,7,29,6
2024-12-12,United Kingdom,Organic,Mobile,iOS,6,8.84,6,1911,341,12,26,5
2024-07-30,Germany,Direct,Desktop,Others,3,8.01,1,4331,872,14,74,22
2025-10-20,Spain,Organic,Mobile,Android,6,1.32,6,4390,624,11,31,4
2025-08-30,Spain,Social,Desktop,Others,3,2.03,1,8592,498,8,15,0
2025-03-15,Germany,Organic,Desktop,iOS,4,5.14,4,5674,1091,20,118,38
2024-04-12,Spain,Organic,Desktop,iOS,5,8.6,3,8327,1673,34,140,30
2025-05-23,Spain,Paid,Desktop,Others,2,2.95,2,2009,167,3,5,1
2025-01-26,United Kingdom,Social,Desktop,iOS,7,4.35,3,2141,169,1,3,0
2024-06-18,Ireland,Social,Mobile Web,Android,9,3.29,3,2883,121,1,2,1
2024-09-24,United Kingdom,Organic,Mobile,Android,7,2.97,1,5893,887,17,75,17
2024-07-22,Ireland,Social,Mobile,Android,4,3.58,2,3647,167,3,8,0
2024-09-30,Germany,Paid,Mobile,iOS,7,2.78,3,4219,347,8,20,3
2024-04-23,United Kingdom,Direct,Mobile,iOS,3,7.02,1,1503,361,6,32,8
2024-06-22,Germany,Paid,Mobile,Android,3,4.74,2,6460,586,11,33,5
2025-02-02,Spain,Organic,Mobile,iOS,6,1.76,2,8684,1279,20,63,10
2024-01-02,United Kingdom,Organic,Desktop,iOS,8,4.76,4,1627,375,11,41,11
2025-02-08,Spain,Paid,Mobile,iOS,5,6.66,4,8872,722,7,41,3
2025-05-09,France,Organic,Desktop,iOS,10,4.13,8,2879,500,9,55,10
2025-08-09,United Kingdom,Organic,Mobile,Android,6,8.45,6,6324,1108,30,86,16
2025-05-09,United Kingdom,Organic,Desktop,Android,1,4.71,1,3412,755,8,53,8
2025-07-10,Italy,Organic,Desktop,Others,4,5.24,1,8120,1450,41,100,25
2025-01-21,Germany,Social,Tablet,Android,5,2.5,4,2174,130,2,12,2
2025-09-10,Germany,Organic,Mobile,iOS,7,5.27,6,6227,1083,15,93,12
2025-05-09,France,Social,Desktop,Others,8,4.59,1,1381,75,0,3,0
2024-03-08,Italy,Social,Desktop,Others,1,3.3,1,2287,124,1,6,1
2024-07-08,Ireland,Direct,Mobile,Android,5,7.47,4,9802,1611,27,118,21
2024-05-30,United Kingdom,Organic,Tablet,Android,4,6.71,4,3219,561,11,56,14
2025-07-12,United Kingdom,Organic,Desktop,Android,5,5.81,3,8043,1624,42,157,50
2025-02-08,Spain,Organic,Mobile,iOS,5,4.49,5,6624,1027,27,93,30
2024-11-02,Spain,Organic,Mobile Web,iOS,3,4.85,1,7624,1043,14,77,7
2025-02-03,United Kingdom,Paid,Tablet,iOS,3,7.1,3,4768,485,3,26,11
2024-02-15,Spain,Paid,Desktop,iOS,2,4.07,1,1531,145,2,9,2
2025-01-31,Germany,Organic,Mobile,iOS,4,3.92,2,7994,1215,14,91,18
2025-02-14,France,Organic,Mobile Web,Android,1,4.13,1,5088,706,10,48,9
2025-03-15,France,Organic,Tablet,Android,5,8.09,5,8695,1274,29,113,22
2024-04-21,Italy,Organic,Mobile Web,iOS,5,2.27,3,3803,545,12,42,8
2024-03-26,Spain,Organic,Desktop,Others,7,7.5,5,6636,892,28,70,17
2024-11-26,Italy,Paid,Desktop,iOS,5,6.37,1,2954,287,5,21,4
2024-08-24,Ireland,Organic,Mobile,iOS,3,4.46,3,5698,822,17,62,13
2025-01-31,Spain,Social,Mobile,Android,8,3.14,1,2416,107,2,6,2
2024-02-03,France,Direct,Mobile,Android,3,3.62,3,3998,743,14,55,14
2025-05-13,Spain,Paid,Mobile Web,Android,6,2.87,6,2343,158,4,10,1
2024-08-22,Ireland,Direct,Mobile,Android,7,6.03,1,7582,1201,23,67,11
2024-12-10,France,Social,Mobile,Android,6,3.31,2,2771,152,3,5,0
2025-09-02,Ireland,Social,Desktop,Android,5,5.76,1,3318,200,2,7,2
2024-05-06,Italy,Organic,Desktop,Android,9,5.89,1,2858,573,14,53,10
2025-01-17,Spain,Organic,Mobile Web,iOS,5,0.5,1,5289,728,10,44,5
2024-04-12,Spain,Paid,Mobile,Android,7,3.71,5,9608,799,16,34,7
2025-07-11,Germany,Paid,Mobile Web,Others,4,4.03,4,9230,769,13,31,5
2025-02-04,Germany,Direct,Desktop,iOS,11,7.54,10,7157,2019,24,229,97
2025-04-18,Italy,Organic,Mobile,Android,2,4.68,1,2670,371,8,25,5
2024-04-30,France,Social,Desktop,Others,7,5.84,2,9876,521,5,19,1
2024-03-09,France,Paid,Mobile,Android,6,4.03,2,6555,518,10,20,2
2025-10-14,Spain,Paid,Desktop,iOS,4,3.98,2,5389,583,4,41,3
2024-05-21,Italy,Social,Mobile,Others,3,2.4,3,2352,81,4,3,0
2025-02-15,France,Social,Mobile,Others,7,3.58,2,5406,267,3,8,0
2024-06-27,United Kingdom,Referral,Desktop,iOS,6,3.19,2,4001,543,9,39,13
2025-08-08,United Kingdom,Referral,Mobile Web,iOS,3,3.86,2,1663,219,5,16,5
2025-07-17,Ireland,Organic,Desktop,Android,4,4.12,1,10509,1672,52,128,28
2025-04-11,Ireland,Direct,Mobile,Android,7,7.21,5,6788,1182,30,92,19
2025-06-10,France,Organic,Desktop,iOS,4,5.89,3,7179,1536,22,147,50
2025-09-09,United Kingdom,Direct,Mobile Web,Android,1,5.93,1,5316,978,20,86,22
2025-01-11,Germany,Paid,Mobile,Android,4,0.8,2,10840,1048,26,48,7
2025-05-30,Spain,Organic,Mobile,Android,5,4.35,2,3454,506,17,31,3
2025-09-28,France,Paid,Mobile,Android,5,4.29,2,4454,385,7,20,2
2024-01-05,Ireland,Organic,Mobile Web,iOS,3,4.39,1,1513,233,4,11,2
2025-04-04,Italy,Direct,Tablet,iOS,2,3.6,2,9195,2034,41,186,62
2024-03-27,Germany,Social,Mobile Web,Android,6,4.27,3,4139,202,1,4,1
2024-12-12,Italy,Direct,Desktop,Android,6,7.75,3,6760,1392,21,91,31
2025-08-10,France,Social,Mobile,Android,1,4.22,1,4929,218,6,9,1
2024-05-05,Germany,Paid,Mobile,Others,4,4.7,3,7206,625,13,33,3
2024-03-24,United Kingdom,Organic,Mobile,Android,10,5.9,3,8108,1337,34,120,29
2024-03-31,France,CRM,Mobile Web,iOS,7,6.53,1,7678,1608,30,135,38
2024-07-12,Germany,Organic,Mobile,Android,2,6.53,1,6964,1158,21,72,11
2025-01-11,United Kingdom,Direct,Tablet,Others,4,6.98,3,6910,1349,16,112,28
2025-05-08,Spain,Organic,Mobile,iOS,5,4.84,5,6177,943,17,66,18
2024-08-13,Spain,Social,Mobile,iOS,8,2.41,1,1939,100,1,1,0
2024-04-12,France,Organic,Mobile,Others,4,6.19,4,2236,274,7,7,1
2024-03-24,Italy,Social,Mobile,iOS,7,3.51,4,8859,403,5,9,4
2024-07-15,Italy,Social,Desktop,iOS,5,6.82,1,7109,489,8,26,1
2025-02-24,United Kingdom,Organic,Desktop,Android,8,2.53,6,10147,2360,41,174,45
2024-02-28,Spain,Organic,Tablet,Android,6,3.29,4,1751,268,6,10,3
2024-03-16,Spain,CRM,Mobile Web,iOS,5,5.16,3,8724,1841,45,125,39
2025-01-26,Germany,Paid,Tablet,Android,6,2.96,3,4130,383,12,20,2
2024-04-05,United Kingdom,Organic,Mobile,iOS,2,7.49,2,2570,492,11,31,6
2025-07-07,Italy,Referral,Desktop,Android,2,4.41,2,1212,140,7,10,1
2025-10-08,Germany,Organic,Desktop,iOS,3,5.01,3,1486,306,3,28,11
2024-08-01,Spain,Paid,Mobile,iOS,2,4.73,2,6883,639,8,32,6
2025-01-29,Germany,Referral,Mobile Web,Android,3,3.85,2,7423,835,26,46,12
2024-04-28,Spain,Paid,Desktop,Android,6,6.75,3,7987,674,10,35,6
2025-02-17,Spain,Organic,Mobile,Others,7,5.73,4,1880,215,8,15,3
2025-03-22,Italy,Paid,Tablet,iOS,10,6.64,8,7027,614,5,36,3
2025-02-01,United Kingdom,CRM,Mobile,Android,5,6.04,1,4471,1190,41,108,44
2024-11-13,France,Organic,Tablet,Android,3,3.7,1,5362,845,23,72,13
2025-04-10,France,Paid,Mobile,iOS,5,2.4,5,1654,136,5,3,2
2024-03-22,Ireland,Organic,Desktop,Android,8,7.38,4,1005,180,4,12,2
2024-08-30,Ireland,Paid,Desktop,Android,5,1.9,4,5360,532,3,28,6
2024-08-19,United Kingdom,Organic,Desktop,Others,3,6.71,1,8051,1370,35,109,27
2025-08-17,Germany,Social,Desktop,iOS,6,1.92,3,6131,526,8,14,1
2024-12-07,Italy,Paid,Mobile,Android,2,4.28,2,4649,367,4,22,2
2024-12-14,Italy,Paid,Desktop,iOS,1,7.68,1,8679,933,13,54,10
2024-11-05,United Kingdom,Social,Desktop,Android,2,5.2,1,5359,329,7,13,2
2025-06-30,Spain,Paid,Mobile,Android,2,4.02,2,8302,622,5,23,6
2024-11-06,United Kingdom,Direct,Mobile Web,iOS,5,6.86,5,1450,341,7,25,5
2024-08-10,Ireland,Paid,Tablet,iOS,10,3.44,8,2333,231,4,12,4
2024-04-04,United Kingdom,Organic,Mobile,iOS,12,6.42,9,6909,1253,34,111,24
2024-01-21,France,Organic,Desktop,iOS,5,4.51,4,6585,1257,13,116,26
2024-06-15,France,Referral,Mobile Web,iOS,4,4.42,3,1660,174,4,7,3
2025-04-10,Italy,Paid,Desktop,iOS,6,5.73,1,5240,623,19,43,8
2025-01-03,Spain,CRM,Mobile,Android,5,4.85,5,7028,1242,21,77,16
2024-11-02,Spain,Referral,Mobile,iOS,3,3.14,3,1959,176,1,14,2
2024-04-30,Italy,Organic,Desktop,Android,3,6.91,2,1981,348,8,27,4
2024-02-22,United Kingdom,Organic,Tablet,Android,7,7.67,1,1421,292,3,14,6
2025-04-29,Italy,Referral,Mobile Web,iOS,3,4.75,3,4966,555,9,23,2
2025-04-05,Italy,Paid,Desktop,Android,4,5.57,3,9010,881,28,71,9
2024-12-25,France,CRM,Mobile,iOS,5,3.9,3,10175,2106,74,219,78
2025-04-17,Italy,Paid,Mobile,Android,5,4.01,3,9619,749,26,42,2
2025-08-01,Germany,Social,Tablet,Android,3,3.31,3,5323,340,6,9,1
2024-06-19,Italy,Direct,Mobile,iOS,5,4.64,2,9173,1598,31,127,45
2024-10-30,Italy,Direct,Tablet,iOS,4,11.17,2,1894,358,11,37,8
2024-10-01,Spain,Social,Mobile,Android,5,5.09,3,6445,228,0,11,1
2024-07-27,Ireland,Paid,Desktop,iOS,5,5.32,1,10953,1100,24,72,15
2025-09-15,Spain,CRM,Desktop,Android,7,6.39,1,2363,554,18,38,10
2025-01-24,Spain,Organic,Desktop,iOS,8,7.58,5,11390,2137,58,157,30
2025-03-02,Spain,Paid,Tablet,iOS,3,5.3,2,1436,114,3,5,1
2025-01-23,United Kingdom,Organic,Mobile,iOS,4,5.19,4,6018,1225,14,109,32
2025-09-03,Ireland,Referral,Desktop,Android,3,4.62,3,7067,738,10,45,10
2025-02-21,Germany,Organic,Mobile,iOS,6,7.38,6,1413,213,5,9,3
2025-06-15,United Kingdom,Paid,Desktop,Android,6,3.56,2,7080,897,20,64,18
2025-07-15,Germany,Organic,Desktop,iOS,2,5.14,2,10070,2387,24,197,65
2025-10-01,Italy,CRM,Mobile Web,iOS,7,3.08,1,3291,683,16,52,16
2025-04-12,Italy,Organic,Mobile Web,iOS,7,2.33,4,7740,1095,13,63,16
2025-04-24,Italy,Organic,Desktop,Others,9,2.13,6,8250,1463,33,102,14
2025-08-06,United Kingdom,Paid,Desktop,Others,2,3.58,1,8539,922,16,54,12
2024-05-27,Spain,Organic,Mobile Web,iOS,4,5.54,4,8636,1380,23,111,16
2025-05-23,Italy,Organic,Tablet,Android,8,3.58,4,4427,585,9,32,5
2024-07-07,Italy,Organic,Mobile,Android,10,2.76,10,5644,915,17,65,5
2024-03-12,Ireland,Organic,Mobile,iOS,5,4.65,4,3193,470,6,38,6
2024-02-26,Ireland,Direct,Tablet,Others,5,5.36,1,8901,1519,17,96,20
2025-01-01,Italy,Organic,Mobile Web,Android,3,5.58,1,11179,1263,34,79,17
2025-07-21,United Kingdom,Paid,Mobile,Android,9,3.79,3,9079,715,18,39,10
2024-06-25,Spain,Paid,Tablet,Android,9,5.25,7,5422,417,3,17,3
2025-02-20,Germany,Direct,Mobile,Android,5,6.28,1,1301,264,5,25,7
2024-10-21,Spain,Organic,Desktop,iOS,5,9.51,2,9090,1742,37,136,32
2024-08-25,Germany,Direct,Desktop,iOS,6,9.64,2,5394,1346,22,137,36
2024-09-04,Germany,Referral,Mobile,Android,6,3.49,6,7296,696,5,32,6
2024-08-08,United Kingdom,CRM,Mobile Web,iOS,5,4.88,2,10084,2287,48,167,68
2024-08-23,Spain,Referral,Mobile Web,Android,6,4.17,5,3723,296,4,14,1
2025-01-23,France,Organic,Desktop,Others,2,4.64,2,3438,599,8,44,12
2024-01-29,United Kingdom,Organic,Desktop,Android,4,7.81,4,7884,1853,51,185,68
2024-08-20,Italy,Paid,Mobile,iOS,2,5.38,2,5691,528,8,20,6
2025-02-12,Ireland,Paid,Desktop,Others,5,3.49,1,6408,609,18,38,10
2024-05-13,Spain,Direct,Mobile,iOS,5,4.23,3,6980,1300,26,99,29
2025-03-24,Germany,CRM,Mobile,Android,5,4.84,3,4994,1009,15,87,23
2024-11-26,Spain,Organic,Mobile Web,Android,6,4.51,4,8116,1212,27,92,11
2024-04-02,Germany,Organic,Mobile,Android,4,4.78,3,4827,857,13,73,14
2024-12-17,Germany,Paid,Desktop,Android,9,2.8,9,9399,1067,12,59,14
2024-02-19,Germany,Organic,Desktop,iOS,5,7.11,4,2985,644,15,61,17
2024-09-28,United Kingdom,Social,Desktop,iOS,3,5.59,2,5075,393,11,23,1
2025-07-23,France,Organic,Mobile,Android,3,6.98,3,6558,868,14,60,12
2025-06-28,France,Organic,Mobile Web,iOS,4,6.5,3,8144,1227,18,84,21
2024-09-08,Italy,Paid,Mobile Web,iOS,5,6.19,3,5681,525,23,18,4
2025-08-15,United Kingdom,Social,Tablet,Android,6,2.81,1,8715,584,15,20,2
2024-01-11,Ireland,Social,Mobile,iOS,3,3.13,3,2390,110,3,2,0
2025-01-05,France,Organic,Desktop,Android,3,6.39,1,1571,331,9,24,4
2024-05-26,France,Referral,Mobile,iOS,7,6.13,3,8232,871,20,56,9
2024-11-27,Spain,CRM,Mobile,Android,4,3.03,1,1769,297,5,24,9
2025-02-24,Germany,Paid,Desktop,iOS,5,3.81,4,6479,696,13,54,10
2025-01-08,France,Paid,Tablet,Android,5,3.62,2,1621,150,1,14,4
2025-05-06,France,CRM,Desktop,Android,6,5.65,1,6293,1430,45,139,49
2025-07-17,Spain,Paid,Mobile,iOS,5,1.84,4,1908,139,7,10,1
2025-04-02,Spain,Organic,Mobile,Others,3,3.48,3,2709,311,1,8,0
2024-01-29,Spain,Paid,Desktop,Android,4,7.38,4,1575,147,3,7,1
2024-02-13,Ireland,Organic,Desktop,iOS,5,7.3,2,4811,999,26,90,23
2024-06-21,Germany,Paid,Desktop,Android,1,3.32,1,3554,422,3,32,6
2024-03-17,United Kingdom,Social,Desktop,Android,5,4.68,2,8101,598,7,22,6
2024-04-05,Italy,Paid,Mobile,Others,8,3.23,1,3912,296,4,8,2
2024-11-29,Spain,Organic,Desktop,Android,6,7.22,6,2997,444,6,31,6
2025-02-28,Spain,Paid,Desktop,Android,2,3.36,2,2046,183,0,7,1
2025-07-06,Germany,Social,Mobile Web,iOS,9,3.16,3,8359,487,10,16,2
2024-06-12,Italy,Organic,Tablet,iOS,4,6.64,4,5496,1081,26,85,16
2024-07-26,Spain,Organic,Mobile Web,Android,6,5.23,4,5465,731,11,32,6
2024-09-14,Ireland,Organic,Mobile,iOS,7,7.27,1,2357,387,5,23,6
2025-08-04,Germany,Paid,Tablet,Android,8,6.27,5,5114,437,11,33,4
2025-02-22,France,Organic,Desktop,Android,7,3.69,7,8720,1394,46,88,20
2024-04-25,Germany,Paid,Desktop,Android,3,7.6,3,8833,869,9,48,12
2024-11-13,Italy,Organic,Desktop,Android,2,4.04,2,2778,529,10,40,14
2025-03-13,France,Direct,Tablet,Android,6,5.11,1,11449,2239,58,175,37
2024-07-18,United Kingdom,Social,Desktop,iOS,3,3.81,1,7979,654,6,27,4
2025-04-27,Germany,Direct,Mobile,iOS,4,5.77,1,8829,1811,12,174,51
2024-11-27,United Kingdom,Organic,Desktop,Android,4,7.49,1,5287,1171,22,75,23
2024-02-12,United Kingdom,Direct,Mobile,Android,7,5.85,6,9366,2083,25,144,46
2024-11-15,Germany,Direct,Desktop,iOS,2,7.02,2,1782,510,8,63,23
2024-06-02,France,Organic,Desktop,Android,8,6.24,2,4330,826,30,65,17
2024-06-12,United Kingdom,Referral,Desktop,iOS,1,5.65,1,5984,977,12,77,19
2024-03-25,Ireland,Direct,Desktop,Android,4,8.31,1,5970,1379,25,131,33
2025-01-04,Ireland,Referral,Desktop,iOS,4,5.28,4,1719,209,8,15,2
2024-10-05,France,Direct,Mobile Web,Android,6,6.13,3,2062,402,4,25,6
2024-10-09,United Kingdom,Paid,Desktop,Android,3,5.82,2,5345,601,20,40,6
2025-09-26,Spain,Paid,Desktop,Android,4,5.88,4,2813,269,0,12,2
2024-03-10,Germany,Direct,Mobile,iOS,6,8.21,6,7076,1466,15,134,51
2025-02-19,United Kingdom,Paid,Tablet,Android,3,4.06,2,7936,899,30,43,7
2025-04-22,Italy,CRM,Mobile,iOS,5,4.87,2,5118,1176,21,102,27
2024-01-19,France,Paid,Desktop,iOS,6,4.27,6,5166,633,21,59,13
2024-06-24,United Kingdom,Direct,Mobile,Android,4,8.05,3,2161,446,9,29,7
2025-08-07,Italy,Social,Mobile,iOS,7,3.14,6,4588,236,4,7,1
2024-10-09,Italy,Social,Tablet,iOS,4,4.52,3,9129,612,18,23,2
2024-08-23,Germany,Organic,Mobile,iOS,5,1.12,1,2569,474,8,29,5
2024-02-26,Ireland,CRM,Desktop,iOS,3,7.71,2,7691,2074,20,185,71
2024-12-15,Italy,CRM,Desktop,iOS,7,4.78,5,8728,2028,30,243,86
2025-07-09,France,Direct,Desktop,Others,3,8.96,3,7286,1486,22,118,38
2024-01-14,Germany,Referral,Mobile Web,Android,5,4.35,2,3187,327,5,18,2
2025-06-03,Spain,Social,Mobile,Others,6,3.79,3,7181,361,8,12,0
2024-08-31,Italy,Organic,Desktop,iOS,3,5.51,1,5019,960,16,78,12
2024-08-09,Ireland,Organic,Desktop,iOS,10,9.7,9,10726,1999,52,142,45
2024-01-11,Italy,Paid,Mobile Web,iOS,6,4.14,5,1053,79,2,3,0
2024-03-31,Italy,Paid,Mobile,Android,6,3.88,1,7478,516,8,32,6
2025-04-01,France,Direct,Mobile Web,Android,5,6.81,3,9686,1441,31,92,22
2024-08-22,Spain,Organic,Mobile,Android,3,4.67,1,1942,273,6,19,3
2025-05-12,Germany,Organic,Tablet,Android,3,6.57,2,7588,1224,38,95,21
2025-06-28,United Kingdom,Paid,Mobile,iOS,3,4.27,2,9614,1079,14,50,8
2024-04-12,France,Organic,Mobile,Android,6,4.22,5,1804,293,9,20,4
2025-04-16,Spain,Organic,Desktop,Android,7,6.14,6,5135,932,18,72,21
2025-01-08,United Kingdom,Paid,Mobile Web,iOS,2,4.11,1,9620,939,25,67,9
2025-08-02,United Kingdom,Direct,Mobile Web,Android,4,9.03,1,6732,1438,34,113,33
2025-09-15,Italy,CRM,Mobile,Android,5,1.57,4,7611,1277,52,83,23
2024-05-15,Italy,Direct,Desktop,iOS,6,10.85,6,7521,1875,32,159,53
2024-12-24,United Kingdom,Referral,Mobile,Android,8,3.27,3,10542,1165,20,90,20
2024-05-13,United Kingdom,Organic,Desktop,iOS,6,10.57,5,4361,935,11,95,35
2025-07-29,United Kingdom,Organic,Desktop,iOS,6,10.86,1,4201,987,4,78,20
2024-12-27,Germany,Organic,Desktop,Others,6,8.39,5,10794,2306,24,179,46
2024-08-20,Germany,Social,Tablet,iOS,6,3.43,2,1047,68,2,2,0
2025-08-01,Ireland,CRM,Mobile,iOS,1,2.66,1,9679,1806,53,141,42
2024-01-04,Italy,CRM,Mobile,Android,7,3.24,7,2907,584,13,38,12
2025-05-03,France,Social,Mobile Web,Android,9,3.55,4,1504,58,1,1,0
2025-06-01,Spain,Organic,Mobile,iOS,6,6.4,3,2579,389,7,15,2
2024-12-17,Germany,CRM,Mobile,iOS,8,4.73,2,2663,690,10,71,31
2024-11-26,Spain,Social,Mobile Web,Android,4,2.3,3,9528,450,5,8,0
2025-03-15,United Kingdom,Paid,Mobile,Android,9,4.69,2,1020,95,2,7,1
2025-03-30,Germany,Social,Mobile,Android,3,2.15,3,2826,124,5,4,0
2025-09-07,United Kingdom,Organic,Tablet,Others,6,3.33,3,9944,1670,31,134,29
2025-04-22,Germany,Organic,Mobile Web,Android,4,5.75,1,5339,967,27,65,14
2024-11-05,France,Social,Tablet,iOS,4,2.37,4,5290,281,6,11,1
2024-04-23,Ireland,Paid,Mobile Web,Android,7,2.93,7,7328,597,11,33,6
2024-11-02,France,Organic,Desktop,iOS,5,7.06,2,6499,1229,27,110,26
2024-08-31,Spain,Social,Desktop,iOS,5,3.07,4,10855,562,2,21,2
2024-06-11,Spain,Paid,Desktop,Others,3,4.36,2,5185,441,12,32,4
2024-12-20,Italy,Social,Desktop,Android,10,3.45,3,5386,333,3,7,0
2025-06-13,Spain,Referral,Desktop,iOS,4,3.6,1,2842,315,9,29,7
2024-03-12,Spain,Paid,Desktop,Android,2,5.52,1,5949,597,17,40,5
2025-08-11,Germany,CRM,Mobile,iOS,8,3.98,5,8147,2207,55,221,85
2024-08-29,Italy,Paid,Mobile Web,iOS,5,6.5,4,8117,711,7,40,5
2025-04-17,Ireland,Referral,Desktop,Android,7,4.43,4,3833,459,2,36,6
2024-09-21,Italy,Organic,Mobile,Android,1,7.43,1,5908,820,17,65,16
2025-10-12,France,Organic,Mobile,Android,5,5.43,2,4368,605,9,26,5
2025-10-06,France,Organic,Mobile Web,iOS,8,8.5,4,2310,343,13,30,5
2025-09-29,France,Direct,Mobile,Android,6,5.0,3,8690,1569,38,95,29
2025-05-22,Italy,Referral,Mobile,iOS,6,3.5,5,5964,640,13,39,8
2025-01-20,Germany,Referral,Mobile,Android,5,3.65,5,6599,652,12,37,7
2024-04-22,France,Social,Mobile,iOS,3,2.94,2,5423,265,4,14,2
2024-11-10,France,Direct,Mobile Web,Android,7,5.97,4,1229,193,3,12,5
2024-02-14,Germany,Paid,Desktop,iOS,7,7.07,5,7159,931,28,71,20
2024-08-19,Germany,Organic,Tablet,Android,8,8.61,1,4138,672,9,51,10
2025-10-18,France,Paid,Desktop,iOS,8,6.34,1,7809,763,19,60,10
2024-10-27,France,CRM,Mobile,Others,6,2.27,2,1537,270,6,16,8
2024-02-21,Italy,Direct,Desktop,Android,8,8.33,7,7402,1628,36,126,32
2024-02-21,Ireland,Social,Mobile,Others,6,1.91,1,4064,208,7,4,1
2024-01-10,Spain,Paid,Mobile Web,Android,2,3.01,2,10300,715,13,30,4
2025-03-05,Spain,Paid,Desktop,iOS,3,2.19,1,3894,434,7,26,6
2025-05-09,Ireland,Paid,Mobile,iOS,4,2.42,3,1144,92,2,4,1
2025-03-01,Germany,Paid,Mobile Web,Android,5,3.05,4,6967,619,9,35,5
2024-06-20,Germany,Social,Desktop,Android,6,4.13,3,8596,571,12,25,0
2024-05-21,Italy,Organic,Desktop,Others,11,5.69,7,5446,865,13,50,9
2024-09-24,Germany,Referral,Tablet,Android,6,2.21,3,4717,636,8,30,4
2024-02-03,Spain,Referral,Mobile Web,Android,7,3.98,2,3127,237,4,10,0
2025-09-05,Germany,Social,Desktop,Android,1,3.98,1,5356,428,5,16,1
2025-09-01,Germany,Paid,Desktop,iOS,6,6.92,1,6435,678,17,42,19
2025-10-06,United Kingdom,Paid,Desktop,iOS,4,4.13,3,2684,342,3,24,3
2024-12-06,United Kingdom,Paid,Desktop,Android,3,6.9,1,3199,413,14,20,2
2024-09-04,Germany,Referral,Mobile,Android,3,4.45,2,11762,1137,28,80,13
2025-04-16,United Kingdom,Organic,Mobile,iOS,2,7.19,1,5380,1021,28,85,25
2025-02-09,Germany,Organic,Mobile,Others,10,7.43,3,5830,819,12,49,7
2024-09-21,France,Social,Mobile,Android,8,4.32,2,2522,115,1,3,0
2025-03-07,Italy,Organic,Desktop,Android,6,4.21,3,7089,1224,31,97,31
2024-01-12,Spain,Organic,Desktop,iOS,5,6.29,1,11816,2069,41,158,27
2025-06-18,Ireland,Paid,Mobile Web,Android,7,2.76,1,4973,336,10,14,1
2025-09-17,France,Paid,Desktop,Android,4,3.8,2,10738,1155,30,75,10
2024-12-03,Germany,Direct,Desktop,Android,4,7.21,2,1551,372,17,39,17
2025-04-04,Spain,CRM,Desktop,iOS,8,4.36,5,1383,394,2,39,9
2024-06-10,France,Referral,Desktop,Android,3,1.84,1,4887,644,9,49,9
2024-11-26,Spain,Organic,Tablet,Others,2,4.06,1,3788,571,8,40,9
2025-03-01,Spain,Organic,Mobile,Android,1,4.55,1,7510,1154,14,90,15
2025-05-03,Ireland,Paid,Mobile Web,Android,6,2.65,4,6854,550,7,33,5
2024-09-12,United Kingdom,Organic,Mobile,iOS,7,3.7,3,4148,733,15,72,21
2024-06-21,Spain,Organic,Mobile Web,iOS,9,4.92,1,9774,1377,23,101,14
2024-06-16,Germany,Referral,Desktop,iOS,3,7.05,2,2766,441,15,32,9
2025-04-21,Ireland,CRM,Desktop,Android,3,3.55,2,2299,554,8,47,16
2025-02-16,Ireland,Social,Mobile,Android,5,3.57,2,1137,50,2,0,0
2024-02-13,France,Referral,Desktop,iOS,2,4.69,1,5592,736,7,68,13
2024-05-26,Ireland,Paid,Desktop,Others,4,4.63,2,3993,390,10,19,1
2024-01-17,Spain,Direct,Desktop,Android,6,5.88,5,1720,331,6,24,7
2025-10-13,Spain,Organic,Desktop,Android,7,6.05,1,1884,324,11,19,3
2024-11-03,United Kingdom,Direct,Mobile,Android,5,6.78,4,1455,343,8,17,4
2024-03-10,Italy,Organic,Mobile,iOS,6,1.83,4,5471,927,28,73,9
2024-11-04,Ireland,Paid,Desktop,Android,9,6.04,5,8020,721,11,46,8
2025-05-30,Germany,Organic,Tablet,iOS,3,9.16,2,1709,305,4,28,3
2024-11-28,Italy,Direct,Tablet,iOS,2,8.45,1,10631,2079,29,178,48
2024-02-23,France,Social,Desktop,iOS,8,2.06,5,7349,575,11,12,1
2024-06-29,Ireland,CRM,Mobile Web,Android,8,4.84,5,3737,697,13,53,16
2024-05-07,Ireland,Paid,Mobile,Android,4,5.07,2,11343,823,31,40,6
2025-05-19,Italy,Organic,Tablet,Others,7,6.57,5,9213,1339,35,102,14
2024-03-03,Spain,Paid,Mobile,iOS,3,4.75,1,4791,385,10,18,4
2025-03-29,Ireland,Paid,Mobile,Android,2,3.49,2,9102,747,12,39,3
2025-08-07,France,Paid,Tablet,iOS,2,4.22,2,5656,441,8,27,5
2024-07-20,Germany,Organic,Desktop,iOS,3,8.0,3,1462,350,9,38,10
2025-08-11,France,Referral,Desktop,Android,2,4.74,1,1725,195,1,14,5
